"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","total_judged","confidence","block","last_risk","experiment","door_choice","risk_break_trials"
"1:4493",93,"second_win",360,0,"left",0.5,"3","first_time",1.1,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4494",94,"second_win",1561,0,"left",0.5,"3","first_time",1.1125,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4495",95,"second_win",287,1,"right",0,"4","first_time",1.1125,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",1,"(80,100]"
"1:4496",96,"second_win",886,0,"left",0.5,"3","first_time",1.125,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4497",97,"second_win",82,0,"left",0.5,"3","first_time",1.1375,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4498",98,"second_win",488,0,"left",0.5,"3","first_time",1.15,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4499",99,"second_win",1415,0,"left",0.5,"3","first_time",1.1625,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",0,"(80,100]"
"1:4500",100,"second_win",364,1,"right",1,"4","first_time",1.1875,"cd45","Control","Restaurant",NA,NA,0,0.336734693877551,40,200,90,5,0,"Gain",1,"(80,100]"
"1:4501",1,"second_win",1617,0,"left",0.5,"2","first_time",0.0125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,NA,"Gain",0,"(0,20]"
"1:4502",2,"second_win",2,NA,NA,-1,NA,"first_time",0.0125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,NA,"Gain",NA,"(0,20]"
"1:4503",3,"second_win",773,1,"right",0,"4","first_time",0.0125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,NA,"Gain",1,"(0,20]"
"1:4504",4,"second_win",264,0,"left",0.5,"2","first_time",0.025,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4505",5,"second_win",2,NA,NA,-1,NA,"first_time",0.025,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",NA,"(0,20]"
"1:4506",6,"second_win",112,0,"left",0.5,"2","first_time",0.0375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4507",7,"second_win",145,0,"left",0.5,"2","first_time",0.05,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4508",8,"second_win",1614,0,"left",0.5,"2","first_time",0.0625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4509",9,"second_win",1090,0,"left",0.5,"2","first_time",0.075,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4510",10,"second_win",380,0,"left",0.5,"2","first_time",0.0875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4511",11,"second_win",25,0,"left",0.5,"2","first_time",0.1,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4512",12,"second_win",1132,0,"left",0.5,"2","first_time",0.1125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4513",13,"second_win",229,0,"left",0.5,"2","first_time",0.125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4514",14,"second_win",103,0,"left",0.5,"2","first_time",0.1375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4515",15,"second_win",386,1,"right",1,"4","first_time",0.1625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",1,"(0,20]"
"1:4516",16,"second_win",1033,0,"left",0.5,"2","first_time",0.175,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,1,"Gain",0,"(0,20]"
"1:4517",17,"second_win",719,1,"right",0,"4","first_time",0.175,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,1,"Gain",1,"(0,20]"
"1:4518",18,"second_win",236,0,"left",0.5,"2","first_time",0.1875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4519",19,"second_win",490,0,"left",0.5,"2","first_time",0.2,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4520",20,"second_win",22,0,"left",0.5,"2","first_time",0.2125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,1,0,"Gain",0,"(0,20]"
"1:4521",21,"second_win",98,1,"right",1,"4","first_time",0.2375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",1,"(20,40]"
"1:4522",22,"second_win",98,0,"left",0.5,"2","first_time",0.25,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4523",23,"second_win",225,0,"left",0.5,"2","first_time",0.2625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4524",24,"second_win",1435,0,"left",0.5,"2","first_time",0.275,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4525",25,"second_win",53,1,"right",0,"4","first_time",0.275,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",1,"(20,40]"
"1:4526",26,"second_win",747,1,"right",0,"4","first_time",0.275,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",1,"(20,40]"
"1:4527",27,"second_win",653,1,"right",1,"4","first_time",0.3,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",1,"(20,40]"
"1:4528",28,"second_win",931,0,"left",0.5,"2","first_time",0.3125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4529",29,"second_win",40,0,"left",0.5,"2","first_time",0.325,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4530",30,"second_win",1101,1,"right",1,"4","first_time",0.35,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",1,"(20,40]"
"1:4531",31,"second_win",46,0,"left",0.5,"2","first_time",0.3625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4532",32,"second_win",71,0,"left",0.5,"2","first_time",0.375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4533",33,"second_win",1240,0,"left",0.5,"2","first_time",0.3875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4534",34,"second_win",93,1,"right",0,"4","first_time",0.3875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",1,"(20,40]"
"1:4535",35,"second_win",3,0,"left",0.5,"2","first_time",0.4,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",0,"(20,40]"
"1:4536",36,"second_win",500,0,"left",0.5,"2","first_time",0.4125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",0,"(20,40]"
"1:4537",37,"second_win",1607,1,"right",0,"4","first_time",0.4125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",1,"(20,40]"
"1:4538",38,"second_win",230,1,"right",1,"4","first_time",0.4375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,0,"Gain",1,"(20,40]"
"1:4539",39,"second_win",1615,1,"right",1,"4","first_time",0.4625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",1,"(20,40]"
"1:4540",40,"second_win",1603,0,"left",0.5,"2","first_time",0.475,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,2,1,"Gain",0,"(20,40]"
"1:4541",41,"second_win",820,1,"right",1,"4","first_time",0.5,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,1,"Gain",1,"(40,60]"
"1:4542",42,"second_win",467,0,"left",0.5,"2","first_time",0.5125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,1,"Gain",0,"(40,60]"
"1:4543",43,"second_win",1616,0,"left",0.5,"2","first_time",0.525,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,1,"Gain",0,"(40,60]"
"1:4544",44,"second_win",1076,1,"right",0,"4","first_time",0.525,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,1,"Gain",1,"(40,60]"
"1:4545",45,"second_win",103,0,"left",0.5,"2","first_time",0.5375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4546",46,"second_win",697,0,"left",0.5,"2","first_time",0.55,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4547",47,"second_win",1604,1,"right",0,"4","first_time",0.55,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4548",48,"second_win",239,1,"right",0,"4","first_time",0.55,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4549",49,"second_win",1451,1,"right",0,"4","first_time",0.55,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4550",50,"second_win",213,0,"left",0.5,"2","first_time",0.5625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4551",51,"second_win",92,1,"right",0,"4","first_time",0.5625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4552",52,"second_win",203,0,"left",0.5,"2","first_time",0.575,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4553",53,"second_win",705,0,"left",0.5,"2","first_time",0.5875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4554",54,"second_win",262,0,"left",0.5,"2","first_time",0.6,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4555",55,"second_win",1601,1,"right",0,"4","first_time",0.6,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4556",56,"second_win",789,0,"left",0.5,"2","first_time",0.6125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4557",57,"second_win",626,0,"left",0.5,"2","first_time",0.625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4558",58,"second_win",68,1,"right",1,"4","first_time",0.65,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",1,"(40,60]"
"1:4559",59,"second_win",1608,1,"right",0,"4","first_time",0.65,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,1,"Gain",1,"(40,60]"
"1:4560",60,"second_win",119,0,"left",0.5,"2","first_time",0.6625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,3,0,"Gain",0,"(40,60]"
"1:4561",61,"second_win",400,0,"left",0.5,"2","first_time",0.675,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4562",62,"second_win",626,0,"left",0.5,"2","first_time",0.6875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4563",63,"second_win",378,1,"right",1,"4","first_time",0.7125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",1,"(60,80]"
"1:4564",64,"second_win",744,0,"left",0.5,"2","first_time",0.725,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",0,"(60,80]"
"1:4565",65,"second_win",148,1,"right",0,"4","first_time",0.725,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",1,"(60,80]"
"1:4566",66,"second_win",634,1,"right",0,"4","first_time",0.725,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",1,"(60,80]"
"1:4567",67,"second_win",175,0,"left",0.5,"2","first_time",0.7375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4568",68,"second_win",1415,0,"left",0.5,"2","first_time",0.75,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4569",69,"second_win",1609,1,"right",0,"4","first_time",0.75,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",1,"(60,80]"
"1:4570",70,"second_win",121,0,"left",0.5,"2","first_time",0.7625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4571",71,"second_win",69,1,"right",1,"4","first_time",0.7875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",1,"(60,80]"
"1:4572",72,"second_win",743,0,"left",0.5,"2","first_time",0.8,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",0,"(60,80]"
"1:4573",73,"second_win",1606,1,"right",1,"4","first_time",0.825,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",1,"(60,80]"
"1:4574",74,"second_win",95,0,"left",0.5,"2","first_time",0.8375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",0,"(60,80]"
"1:4575",75,"second_win",244,0,"left",0.5,"2","first_time",0.85,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",0,"(60,80]"
"1:4576",76,"second_win",710,1,"right",1,"4","first_time",0.875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",1,"(60,80]"
"1:4577",77,"second_win",1312,0,"left",0.5,"2","first_time",0.8875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",0,"(60,80]"
"1:4578",78,"second_win",1610,1,"right",0,"4","first_time",0.8875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,1,"Gain",1,"(60,80]"
"1:4579",79,"second_win",1612,0,"left",0.5,"2","first_time",0.9,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",0,"(60,80]"
"1:4580",80,"second_win",250,1,"right",1,"4","first_time",0.925,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,4,0,"Gain",1,"(60,80]"
"1:4581",81,"second_win",272,0,"left",0.5,"2","first_time",0.9375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",0,"(80,100]"
"1:4582",82,"second_win",380,0,"left",0.5,"2","first_time",0.95,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",0,"(80,100]"
"1:4583",83,"second_win",216,1,"right",0,"4","first_time",0.95,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",1,"(80,100]"
"1:4584",84,"second_win",357,0,"left",0.5,"2","first_time",0.9625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4585",85,"second_win",490,0,"left",0.5,"2","first_time",0.975,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4586",86,"second_win",706,1,"right",0,"4","first_time",0.975,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",1,"(80,100]"
"1:4587",87,"second_win",391,0,"left",0.5,"2","first_time",0.9875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4588",88,"second_win",71,0,"left",0.5,"2","first_time",1,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4589",89,"second_win",38,1,"right",0,"4","first_time",1,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",1,"(80,100]"
"1:4590",90,"second_win",822,0,"left",0.5,"2","first_time",1.0125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4591",91,"second_win",268,1,"right",1,"4","first_time",1.0375,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",1,"(80,100]"
"1:4592",92,"second_win",584,0,"left",0.5,"2","first_time",1.05,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",0,"(80,100]"
"1:4593",93,"second_win",256,0,"left",0.5,"2","first_time",1.0625,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",0,"(80,100]"
"1:4594",94,"second_win",273,1,"right",1,"4","first_time",1.0875,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",1,"(80,100]"
"1:4595",95,"second_win",479,0,"left",0.5,"2","first_time",1.1,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",0,"(80,100]"
"1:4596",96,"second_win",706,1,"right",0,"4","first_time",1.1,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,1,"Gain",1,"(80,100]"
"1:4597",97,"second_win",236,0,"left",0.5,"2","first_time",1.1125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4598",98,"second_win",126,0,"left",0.5,"2","first_time",1.125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",0,"(80,100]"
"1:4599",99,"second_win",1611,1,"right",0,"4","first_time",1.125,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",1,"(80,100]"
"1:4600",100,"second_win",979,1,"right",1,"4","first_time",1.15,"cd46","Episodic","Hospital",NA,NA,0,0.387755102040816,0,200,8.5,5,0,"Gain",1,"(80,100]"
"1:4601",1,"second_win",1012,1,"left",0,"2","first_time",0,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,NA,"Gain",0,"(0,20]"
"1:4602",2,"second_win",1621,0,"right",0.5,"3","first_time",0.0125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4603",3,"second_win",1625,1,"left",1,"2","first_time",0.0375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",0,"(0,20]"
"1:4604",4,"second_win",440,1,"left",0,"2","first_time",0.0375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,1,"Gain",0,"(0,20]"
"1:4605",5,"second_win",813,1,"left",1,"2","first_time",0.0625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",0,"(0,20]"
"1:4606",6,"second_win",1624,0,"right",0.5,"3","first_time",0.075,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,1,"Gain",1,"(0,20]"
"1:4607",7,"second_win",1622,1,"left",0,"2","first_time",0.075,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,1,"Gain",0,"(0,20]"
"1:4608",8,"second_win",577,0,"right",0.5,"3","first_time",0.0875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4609",9,"second_win",774,0,"right",0.5,"3","first_time",0.1,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4610",10,"second_win",1619,0,"right",0.5,"3","first_time",0.1125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4611",11,"second_win",1620,0,"right",0.5,"3","first_time",0.125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4612",12,"second_win",827,0,"right",0.5,"3","first_time",0.1375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4613",13,"second_win",444,0,"right",0.5,"3","first_time",0.15,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4614",14,"second_win",1024,0,"right",0.5,"3","first_time",0.1625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4615",15,"second_win",490,0,"right",0.5,"3","first_time",0.175,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4616",16,"second_win",292,0,"right",0.5,"3","first_time",0.1875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4617",17,"second_win",1623,0,"right",0.5,"3","first_time",0.2,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",1,"(0,20]"
"1:4618",18,"second_win",655,1,"left",1,"2","first_time",0.225,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,0,"Gain",0,"(0,20]"
"1:4619",19,"second_win",429,1,"left",1,"2","first_time",0.25,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,1,"Gain",0,"(0,20]"
"1:4620",20,"second_win",153,0,"right",0.5,"3","first_time",0.2625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,1,1,"Gain",1,"(0,20]"
"1:4621",21,"second_win",1626,1,"left",1,"2","first_time",0.2875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4622",22,"second_win",877,1,"left",0,"2","first_time",0.2875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4623",23,"second_win",1618,1,"left",0,"2","first_time",0.2875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",0,"(20,40]"
"1:4624",24,"second_win",392,0,"right",0.5,"3","first_time",0.3,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4625",25,"second_win",399,0,"right",0.5,"3","first_time",0.3125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4626",26,"second_win",137,1,"left",1,"2","first_time",0.3375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",0,"(20,40]"
"1:4627",27,"second_win",649,1,"left",0,"2","first_time",0.3375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4628",28,"second_win",486,0,"right",0.5,"3","first_time",0.35,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4629",29,"second_win",795,0,"right",0.5,"3","first_time",0.3625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4630",30,"second_win",784,1,"left",0,"2","first_time",0.3625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",0,"(20,40]"
"1:4631",31,"second_win",738,0,"right",0.5,"3","first_time",0.375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4632",32,"second_win",150,0,"right",0.5,"3","first_time",0.3875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4633",33,"second_win",792,0,"right",0.5,"3","first_time",0.4,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4634",34,"second_win",417,0,"right",0.5,"3","first_time",0.4125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4635",35,"second_win",1044,0,"right",0.5,"3","first_time",0.425,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4636",36,"second_win",262,0,"right",0.5,"3","first_time",0.4375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",1,"(20,40]"
"1:4637",37,"second_win",861,1,"left",1,"2","first_time",0.4625,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,0,"Gain",0,"(20,40]"
"1:4638",38,"second_win",655,1,"left",1,"2","first_time",0.4875,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4639",39,"second_win",1627,1,"left",1,"2","first_time",0.5125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4640",40,"second_win",662,1,"left",0,"2","first_time",0.5125,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,2,1,"Gain",0,"(20,40]"
"1:4641",41,"second_win",252,0,"right",0.5,"3","first_time",0.525,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,3,0,"Gain",1,"(40,60]"
"1:4642",42,"second_win",303,1,"left",0,"2","first_time",0.525,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,3,0,"Gain",0,"(40,60]"
"1:4643",43,"second_win",213,0,"right",0.5,"3","first_time",0.5375,"cd47","Episodic","Restaurant",NA,NA,2.5,0.24,0,220,6,3,0,"Gain",1,"(40,60]"
