"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment"
"1:3425",25,"first_win",562,0,"left",0.5,"3","first_time",0.3375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3426",26,"first_win",1438,1,"right",0,"1","first_time",0.3375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3427",27,"first_win",1436,0,"left",0.5,"3","first_time",0.35,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3428",28,"first_win",427,0,"left",0.5,"3","first_time",0.3625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3429",29,"first_win",755,0,"left",0.5,"3","first_time",0.375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3430",30,"first_win",101,0,"left",0.5,"3","first_time",0.3875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3431",31,"first_win",126,0,"left",0.5,"3","first_time",0.4,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3432",32,"first_win",218,0,"left",0.5,"3","first_time",0.4125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3433",33,"first_win",480,1,"right",1,"1","first_time",0.4375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3434",34,"first_win",856,1,"right",0,"1","first_time",0.4375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain"
"1:3435",35,"first_win",141,0,"left",0.5,"3","first_time",0.45,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3436",36,"first_win",1425,0,"left",0.5,"3","first_time",0.4625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3437",37,"first_win",313,1,"right",1,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3438",38,"first_win",700,1,"right",0,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain"
"1:3439",39,"first_win",559,1,"right",0,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3440",40,"first_win",1420,1,"right",1,"1","first_time",0.5125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain"
"1:3441",41,"first_win",103,1,"right",0,"1","first_time",0.5125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain"
"1:3442",42,"first_win",792,0,"left",0.5,"3","first_time",0.525,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3443",43,"first_win",132,0,"left",0.5,"3","first_time",0.5375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3444",44,"first_win",49,0,"left",0.5,"3","first_time",0.55,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3445",45,"first_win",62,0,"left",0.5,"3","first_time",0.5625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3446",46,"first_win",1220,0,"left",0.5,"3","first_time",0.575,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3447",47,"first_win",148,0,"left",0.5,"3","first_time",0.5875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3448",48,"first_win",68,0,"left",0.5,"3","first_time",0.6,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3449",49,"first_win",43,0,"left",0.5,"3","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3450",50,"first_win",258,1,"right",0,"1","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3451",51,"first_win",627,1,"right",0,"1","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3452",52,"first_win",372,1,"right",1,"1","first_time",0.6375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3453",53,"first_win",774,1,"right",1,"1","first_time",0.6625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain"
"1:3454",54,"first_win",1320,1,"right",0,"1","first_time",0.6625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain"
"1:3455",55,"first_win",247,0,"left",0.5,"3","first_time",0.675,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3456",56,"first_win",635,0,"left",0.5,"3","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3457",57,"first_win",39,1,"right",0,"1","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3458",58,"first_win",964,1,"right",0,"1","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3459",59,"first_win",596,0,"left",0.5,"3","first_time",0.7,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3460",60,"first_win",69,0,"left",0.5,"3","first_time",0.7125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain"
"1:3461",61,"first_win",744,0,"left",0.5,"3","first_time",0.725,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3462",62,"first_win",225,0,"left",0.5,"3","first_time",0.7375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3463",63,"first_win",80,0,"left",0.5,"3","first_time",0.75,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3464",64,"first_win",468,0,"left",0.5,"3","first_time",0.7625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3465",65,"first_win",2,NA,NA,-1,NA,"first_time",0.7625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3466",66,"first_win",478,0,"left",0.5,"3","first_time",0.775,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3467",67,"first_win",253,0,"left",0.5,"3","first_time",0.7875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3468",68,"first_win",738,1,"right",0,"1","first_time",0.7875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3469",69,"first_win",62,0,"left",0.5,"3","first_time",0.8,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3470",70,"first_win",463,1,"right",0,"1","first_time",0.8,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3471",71,"first_win",623,0,"left",0.5,"3","first_time",0.8125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3472",72,"first_win",930,0,"left",0.5,"3","first_time",0.825,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3473",73,"first_win",253,0,"left",0.5,"3","first_time",0.8375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3474",74,"first_win",625,0,"left",0.5,"3","first_time",0.85,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3475",75,"first_win",388,0,"left",0.5,"3","first_time",0.8625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3476",76,"first_win",470,0,"left",0.5,"3","first_time",0.875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3477",77,"first_win",94,0,"left",0.5,"3","first_time",0.8875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3478",78,"first_win",354,0,"left",0.5,"3","first_time",0.9,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3479",79,"first_win",108,0,"left",0.5,"3","first_time",0.9125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3480",80,"first_win",228,0,"left",0.5,"3","first_time",0.925,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain"
"1:3481",81,"first_win",96,1,"right",1,"1","first_time",0.95,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3482",82,"first_win",704,0,"left",0.5,"3","first_time",0.9625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,1,"Gain"
"1:3483",83,"first_win",822,0,"left",0.5,"3","first_time",0.975,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,1,"Gain"
"1:3484",84,"first_win",134,0,"left",0.5,"3","first_time",0.9875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,1,"Gain"
"1:3485",85,"first_win",781,0,"left",0.5,"3","first_time",1,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,1,"Gain"
"1:3486",86,"first_win",372,1,"right",0,"1","first_time",1,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,1,"Gain"
"1:3487",87,"first_win",19,0,"left",0.5,"3","first_time",1.0125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3488",88,"first_win",487,0,"left",0.5,"3","first_time",1.025,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3489",89,"first_win",561,0,"left",0.5,"3","first_time",1.0375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3490",90,"first_win",48,0,"left",0.5,"3","first_time",1.05,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3491",91,"first_win",248,0,"left",0.5,"3","first_time",1.0625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3492",92,"first_win",881,0,"left",0.5,"3","first_time",1.075,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3493",93,"first_win",1207,0,"left",0.5,"3","first_time",1.0875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3494",94,"first_win",943,0,"left",0.5,"3","first_time",1.1,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3495",95,"first_win",393,0,"left",0.5,"3","first_time",1.1125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3496",96,"first_win",1435,0,"left",0.5,"3","first_time",1.125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3497",97,"first_win",292,0,"left",0.5,"3","first_time",1.1375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3498",98,"first_win",101,0,"left",0.5,"3","first_time",1.15,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3499",99,"first_win",84,0,"left",0.5,"3","first_time",1.1625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3500",100,"first_win",43,0,"left",0.5,"3","first_time",1.175,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,5,0,"Gain"
"1:3501",1,"second_win",1442,0,"left",0.5,"4","first_time",0.0125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3502",2,"second_win",670,0,"left",0.5,"4","first_time",0.025,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3503",3,"second_win",1451,0,"left",0.5,"4","first_time",0.0375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3504",4,"second_win",303,0,"left",0.5,"4","first_time",0.05,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3505",5,"second_win",1439,0,"left",0.5,"4","first_time",0.0625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3506",6,"second_win",829,0,"left",0.5,"4","first_time",0.075,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3507",7,"second_win",1443,0,"left",0.5,"4","first_time",0.0875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3508",8,"second_win",1032,0,"left",0.5,"4","first_time",0.1,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3509",9,"second_win",1398,0,"left",0.5,"4","first_time",0.1125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3510",10,"second_win",934,0,"left",0.5,"4","first_time",0.125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3511",11,"second_win",1454,1,"right",0,"1","first_time",0.125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,NA,"Gain"
"1:3512",12,"second_win",105,0,"left",0.5,"4","first_time",0.1375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3513",13,"second_win",127,0,"left",0.5,"4","first_time",0.15,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3514",14,"second_win",82,0,"left",0.5,"4","first_time",0.1625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3515",15,"second_win",745,0,"left",0.5,"4","first_time",0.175,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3516",16,"second_win",352,0,"left",0.5,"4","first_time",0.1875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3517",17,"second_win",477,0,"left",0.5,"4","first_time",0.2,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3518",18,"second_win",55,0,"left",0.5,"4","first_time",0.2125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3519",19,"second_win",239,0,"left",0.5,"4","first_time",0.225,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3520",20,"second_win",112,0,"left",0.5,"4","first_time",0.2375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,1,0,"Gain"
"1:3521",21,"second_win",134,0,"left",0.5,"4","first_time",0.25,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3522",22,"second_win",632,0,"left",0.5,"4","first_time",0.2625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3523",23,"second_win",1207,0,"left",0.5,"4","first_time",0.275,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3524",24,"second_win",126,0,"left",0.5,"4","first_time",0.2875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3525",25,"second_win",1251,0,"left",0.5,"4","first_time",0.3,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3526",26,"second_win",474,0,"left",0.5,"4","first_time",0.3125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3527",27,"second_win",387,0,"left",0.5,"4","first_time",0.325,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3528",28,"second_win",143,0,"left",0.5,"4","first_time",0.3375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3529",29,"second_win",468,0,"left",0.5,"4","first_time",0.35,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3530",30,"second_win",284,0,"left",0.5,"4","first_time",0.3625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3531",31,"second_win",361,0,"left",0.5,"4","first_time",0.375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3532",32,"second_win",1444,0,"left",0.5,"4","first_time",0.3875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3533",33,"second_win",1445,0,"left",0.5,"4","first_time",0.4,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3534",34,"second_win",1446,0,"left",0.5,"4","first_time",0.4125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3535",35,"second_win",1455,0,"left",0.5,"4","first_time",0.425,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3536",36,"second_win",466,0,"left",0.5,"4","first_time",0.4375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3537",37,"second_win",647,0,"left",0.5,"4","first_time",0.45,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3538",38,"second_win",118,0,"left",0.5,"4","first_time",0.4625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3539",39,"second_win",906,0,"left",0.5,"4","first_time",0.475,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3540",40,"second_win",1453,0,"left",0.5,"4","first_time",0.4875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,2,0,"Gain"
"1:3541",41,"second_win",292,0,"left",0.5,"4","first_time",0.5,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3542",42,"second_win",355,0,"left",0.5,"4","first_time",0.5125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3543",43,"second_win",1032,0,"left",0.5,"4","first_time",0.525,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3544",44,"second_win",885,0,"left",0.5,"4","first_time",0.5375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3545",45,"second_win",879,0,"left",0.5,"4","first_time",0.55,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3546",46,"second_win",481,0,"left",0.5,"4","first_time",0.5625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3547",47,"second_win",677,0,"left",0.5,"4","first_time",0.575,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3548",48,"second_win",143,0,"left",0.5,"4","first_time",0.5875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3549",49,"second_win",269,0,"left",0.5,"4","first_time",0.6,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3550",50,"second_win",41,0,"left",0.5,"4","first_time",0.6125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3551",51,"second_win",56,0,"left",0.5,"4","first_time",0.625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3552",52,"second_win",784,0,"left",0.5,"4","first_time",0.6375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3553",53,"second_win",477,0,"left",0.5,"4","first_time",0.65,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3554",54,"second_win",705,0,"left",0.5,"4","first_time",0.6625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3555",55,"second_win",244,0,"left",0.5,"4","first_time",0.675,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3556",56,"second_win",130,0,"left",0.5,"4","first_time",0.6875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3557",57,"second_win",810,0,"left",0.5,"4","first_time",0.7,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3558",58,"second_win",912,0,"left",0.5,"4","first_time",0.7125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3559",59,"second_win",635,0,"left",0.5,"4","first_time",0.725,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3560",60,"second_win",260,0,"left",0.5,"4","first_time",0.7375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,3,0,"Gain"
"1:3561",61,"second_win",575,0,"left",0.5,"4","first_time",0.75,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3562",62,"second_win",610,0,"left",0.5,"4","first_time",0.7625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3563",63,"second_win",1027,0,"left",0.5,"4","first_time",0.775,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3564",64,"second_win",211,0,"left",0.5,"4","first_time",0.7875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3565",65,"second_win",175,0,"left",0.5,"4","first_time",0.8,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3566",66,"second_win",705,0,"left",0.5,"4","first_time",0.8125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3567",67,"second_win",370,0,"left",0.5,"4","first_time",0.825,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3568",68,"second_win",233,0,"left",0.5,"4","first_time",0.8375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3569",69,"second_win",128,0,"left",0.5,"4","first_time",0.85,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3570",70,"second_win",764,0,"left",0.5,"4","first_time",0.8625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3571",71,"second_win",99,1,"right",1,"1","first_time",0.8875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3572",72,"second_win",1440,1,"right",0,"1","first_time",0.8875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,1,"Gain"
"1:3573",73,"second_win",1311,0,"left",0.5,"4","first_time",0.9,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3574",74,"second_win",1448,0,"left",0.5,"4","first_time",0.9125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3575",75,"second_win",115,1,"right",1,"1","first_time",0.9375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3576",76,"second_win",1037,0,"left",0.5,"4","first_time",0.95,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,1,"Gain"
"1:3577",77,"second_win",786,1,"right",1,"1","first_time",0.975,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,1,"Gain"
"1:3578",78,"second_win",226,0,"left",0.5,"4","first_time",0.9875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,1,"Gain"
"1:3579",79,"second_win",364,1,"right",0,"1","first_time",0.9875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,1,"Gain"
"1:3580",80,"second_win",377,1,"right",0,"1","first_time",0.9875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,4,0,"Gain"
"1:3581",81,"second_win",700,0,"left",0.5,"4","first_time",1,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3582",82,"second_win",286,0,"left",0.5,"4","first_time",1.0125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3583",83,"second_win",27,1,"right",0,"1","first_time",1.0125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3584",84,"second_win",463,0,"left",0.5,"4","first_time",1.025,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3585",85,"second_win",654,0,"left",0.5,"4","first_time",1.0375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3586",86,"second_win",252,0,"left",0.5,"4","first_time",1.05,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3587",87,"second_win",66,1,"right",1,"1","first_time",1.075,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3588",88,"second_win",758,0,"left",0.5,"4","first_time",1.0875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3589",89,"second_win",289,1,"right",1,"1","first_time",1.1125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3590",90,"second_win",125,1,"right",1,"1","first_time",1.1375,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3591",91,"second_win",661,0,"left",0.5,"4","first_time",1.15,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3592",92,"second_win",145,0,"left",0.5,"4","first_time",1.1625,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3593",93,"second_win",222,0,"left",0.5,"4","first_time",1.175,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3594",94,"second_win",25,1,"right",1,"1","first_time",1.2,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3595",95,"second_win",822,1,"right",1,"1","first_time",1.225,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3596",96,"second_win",1101,1,"right",0,"1","first_time",1.225,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3597",97,"second_win",1450,1,"right",1,"1","first_time",1.25,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,0,"Gain"
"1:3598",98,"second_win",637,1,"right",1,"1","first_time",1.275,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3599",99,"second_win",58,0,"left",0.5,"4","first_time",1.2875,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
"1:3600",100,"second_win",735,1,"right",1,"1","first_time",1.3125,"cd36","Episodic","Restaurant",NA,NA,2.5,0.17,66.66,5,1,"Gain"
