"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","condition","video","age","gender","risk_first_to_mind","total_risk","judged_percent","block","last_risk","experiment","PANAS_positive","PANAS_negative","draw_left","draw_right","draw_total","draw_risk"
"1:2717",17,"first_win","1429",TRUE,"left",0,"1","first_time",0.225,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,1,1,"Gain",33,18,6,5,9,6
"1:2718",18,"first_win","1161",TRUE,"left",0,"1","first_time",0.225,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,1,0,"Gain",33,18,6,5,9,6
"1:2719",19,"first_win","892",FALSE,"right",0.5,"2","first_time",0.2375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,1,0,"Gain",33,18,6,5,9,6
"1:2720",20,"first_win","938",FALSE,"right",0.5,"2","first_time",0.25,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,1,0,"Gain",33,18,6,5,9,6
"1:2721",21,"first_win","691",TRUE,"left",1,"1","first_time",0.275,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2722",22,"first_win","1081",FALSE,"right",0.5,"2","first_time",0.2875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,1,"Gain",33,18,6,5,9,6
"1:2723",23,"first_win","1359",TRUE,"left",0,"1","first_time",0.2875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,1,"Gain",33,18,6,5,9,6
"1:2724",24,"first_win","1037",FALSE,"right",0.5,"2","first_time",0.3,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2725",25,"first_win","1038",TRUE,"left",0,"1","first_time",0.3,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2726",26,"first_win","708",TRUE,"left",1,"1","first_time",0.325,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2727",27,"first_win","971",TRUE,"left",0,"1","first_time",0.325,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,1,"Gain",33,18,6,5,9,6
"1:2728",28,"first_win","1479",FALSE,"right",0.5,"2","first_time",0.3375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2729",29,"first_win","643",FALSE,"right",0.5,"2","first_time",0.35,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2730",30,"first_win","1236",FALSE,"right",0.5,"2","first_time",0.3625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2731",31,"first_win","273",TRUE,"left",0,"1","first_time",0.3625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2732",32,"first_win","751",FALSE,"right",0.5,"2","first_time",0.375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2733",33,"first_win","308",TRUE,"left",0,"1","first_time",0.375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2734",34,"first_win","322",TRUE,"left",1,"1","first_time",0.4,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2735",35,"first_win","1028",TRUE,"left",0,"1","first_time",0.4,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,1,"Gain",33,18,6,5,9,6
"1:2736",36,"first_win","520",FALSE,"right",0.5,"2","first_time",0.4125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2737",37,"first_win","444",FALSE,"right",0.5,"2","first_time",0.425,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2738",38,"first_win","333",TRUE,"left",1,"1","first_time",0.45,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2739",39,"first_win","593",TRUE,"left",0,"1","first_time",0.45,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,1,"Gain",33,18,6,5,9,6
"1:2740",40,"first_win","302",TRUE,"left",0,"1","first_time",0.45,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,2,0,"Gain",33,18,6,5,9,6
"1:2741",41,"first_win","273",TRUE,"left",1,"1","first_time",0.475,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2742",42,"first_win","490",FALSE,"right",0.5,"2","first_time",0.4875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2743",43,"first_win","468",TRUE,"left",1,"1","first_time",0.5125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2744",44,"first_win","490",FALSE,"right",0.5,"2","first_time",0.525,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2745",45,"first_win","389",TRUE,"left",1,"1","first_time",0.55,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2746",46,"first_win","457",FALSE,"right",0.5,"2","first_time",0.5625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2747",47,"first_win","304",TRUE,"left",0,"1","first_time",0.5625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2748",48,"first_win","674",FALSE,"right",0.5,"2","first_time",0.575,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2749",49,"first_win","312",FALSE,"right",0.5,"2","first_time",0.5875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2750",50,"first_win","430",FALSE,"right",0.5,"2","first_time",0.6,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2751",51,"first_win","298",FALSE,"right",0.5,"2","first_time",0.6125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2752",52,"first_win","234",FALSE,"right",0.5,"2","first_time",0.625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2753",53,"first_win","309",FALSE,"right",0.5,"2","first_time",0.6375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2754",54,"first_win","335",FALSE,"right",0.5,"2","first_time",0.65,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2755",55,"first_win","285",FALSE,"right",0.5,"2","first_time",0.6625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2756",56,"first_win","625",FALSE,"right",0.5,"2","first_time",0.675,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2757",57,"first_win","-1",NA,NA,-1,NA,"first_time",0.675,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2758",58,"first_win","893",TRUE,"left",1,"1","first_time",0.7,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,0,"Gain",33,18,6,5,9,6
"1:2759",59,"first_win","755",FALSE,"right",0.5,"2","first_time",0.7125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2760",60,"first_win","274",FALSE,"right",0.5,"2","first_time",0.725,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,3,1,"Gain",33,18,6,5,9,6
"1:2761",61,"first_win","558",TRUE,"left",1,"1","first_time",0.75,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2762",62,"first_win","619",FALSE,"right",0.5,"2","first_time",0.7625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2763",63,"first_win","577",FALSE,"right",0.5,"2","first_time",0.775,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2764",64,"first_win","791",TRUE,"left",0,"1","first_time",0.775,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2765",65,"first_win","937",FALSE,"right",0.5,"2","first_time",0.7875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2766",66,"first_win","653",FALSE,"right",0.5,"2","first_time",0.8,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2767",67,"first_win","562",FALSE,"right",0.5,"2","first_time",0.8125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2768",68,"first_win","413",FALSE,"right",0.5,"2","first_time",0.825,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2769",69,"first_win","311",TRUE,"left",1,"1","first_time",0.85,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2770",70,"first_win","879",FALSE,"right",0.5,"2","first_time",0.8625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2771",71,"first_win","916",FALSE,"right",0.5,"2","first_time",0.875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2772",72,"first_win","871",FALSE,"right",0.5,"2","first_time",0.8875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2773",73,"first_win","403",TRUE,"left",0,"1","first_time",0.8875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2774",74,"first_win","528",FALSE,"right",0.5,"2","first_time",0.9,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2775",75,"first_win","288",FALSE,"right",0.5,"2","first_time",0.9125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2776",76,"first_win","301",FALSE,"right",0.5,"2","first_time",0.925,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2777",77,"first_win","329",FALSE,"right",0.5,"2","first_time",0.9375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2778",78,"first_win","662",TRUE,"left",1,"1","first_time",0.9625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,0,"Gain",33,18,6,5,9,6
"1:2779",79,"first_win","1098",FALSE,"right",0.5,"2","first_time",0.975,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2780",80,"first_win","445",FALSE,"right",0.5,"2","first_time",0.9875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,4,1,"Gain",33,18,6,5,9,6
"1:2781",81,"first_win","435",FALSE,"right",0.5,"2","first_time",1,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2782",82,"first_win","1253",TRUE,"left",1,"1","first_time",1.025,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2783",83,"first_win","306",FALSE,"right",0.5,"2","first_time",1.0375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2784",84,"first_win","423",FALSE,"right",0.5,"2","first_time",1.05,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2785",85,"first_win","492",TRUE,"left",0,"1","first_time",1.05,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2786",86,"first_win","501",TRUE,"left",1,"1","first_time",1.075,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2787",87,"first_win","257",FALSE,"right",0.5,"2","first_time",1.0875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2788",88,"first_win","387",FALSE,"right",0.5,"2","first_time",1.1,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2789",89,"first_win","303",TRUE,"left",1,"1","first_time",1.125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2790",90,"first_win","514",TRUE,"left",0,"1","first_time",1.125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,1,"Gain",33,18,6,5,9,6
"1:2791",91,"first_win","412",FALSE,"right",0.5,"2","first_time",1.1375,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2792",92,"first_win","319",FALSE,"right",0.5,"2","first_time",1.15,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2793",93,"first_win","244",FALSE,"right",0.5,"2","first_time",1.1625,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2794",94,"first_win","360",FALSE,"right",0.5,"2","first_time",1.175,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2795",95,"first_win","310",TRUE,"left",0,"1","first_time",1.175,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2796",96,"first_win","263",FALSE,"right",0.5,"2","first_time",1.1875,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2797",97,"first_win","635",FALSE,"right",0.5,"2","first_time",1.2,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2798",98,"first_win","344",FALSE,"right",0.5,"2","first_time",1.2125,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2799",99,"first_win","374",FALSE,"right",0.5,"2","first_time",1.225,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2800",100,"first_win","779",TRUE,"left",1,"1","first_time",1.25,"cd34","General","Restaurant",NA,NA,2.5,0.387755102040816,50,5,0,"Gain",33,18,6,5,9,6
"1:2801",1,"first_win","1419",FALSE,"left",0.5,"3","first_time",0.0125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,NA,"Gain",33,13,5.5,4.5,8,4.5
"1:2802",2,"first_win","2305",FALSE,"left",0.5,"3","first_time",0.025,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,NA,"Gain",33,13,5.5,4.5,8,4.5
"1:2803",3,"first_win","1506",FALSE,"left",0.5,"3","first_time",0.0375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,NA,"Gain",33,13,5.5,4.5,8,4.5
"1:2804",4,"first_win","117",FALSE,"left",0.5,"3","first_time",0.05,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,NA,"Gain",33,13,5.5,4.5,8,4.5
"1:2805",5,"first_win","377",TRUE,"right",1,"1","first_time",0.075,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,NA,"Gain",33,13,5.5,4.5,8,4.5
"1:2806",6,"first_win","379",TRUE,"right",0,"1","first_time",0.075,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2807",7,"first_win","524",FALSE,"left",0.5,"3","first_time",0.0875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2808",8,"first_win","928",FALSE,"left",0.5,"3","first_time",0.1,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2809",9,"first_win","226",TRUE,"right",1,"1","first_time",0.125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2810",10,"first_win","511",FALSE,"left",0.5,"3","first_time",0.1375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2811",11,"first_win","1091",TRUE,"right",0,"1","first_time",0.1375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2812",12,"first_win","0",FALSE,"left",0.5,"3","first_time",0.15,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2813",13,"first_win","122",FALSE,"left",0.5,"3","first_time",0.1625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2814",14,"first_win","392",TRUE,"right",1,"1","first_time",0.1875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2815",15,"first_win","1036",TRUE,"right",1,"1","first_time",0.2125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2816",16,"first_win","655",TRUE,"right",1,"1","first_time",0.2375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2817",17,"first_win","300",TRUE,"right",0,"1","first_time",0.2375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2818",18,"first_win","751",TRUE,"right",0,"1","first_time",0.2375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2819",19,"first_win","546",TRUE,"right",1,"1","first_time",0.2625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2820",20,"first_win","599",TRUE,"right",1,"1","first_time",0.2875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,1,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2821",21,"first_win","288",TRUE,"right",1,"1","first_time",0.3125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2822",22,"first_win","220",TRUE,"right",0,"1","first_time",0.3125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2823",23,"first_win","361",TRUE,"right",0,"1","first_time",0.3125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2824",24,"first_win","452",FALSE,"left",0.5,"3","first_time",0.325,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2825",25,"first_win","337",FALSE,"left",0.5,"3","first_time",0.3375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2826",26,"first_win","982",TRUE,"right",0,"1","first_time",0.3375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2827",27,"first_win","792",FALSE,"left",0.5,"3","first_time",0.35,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2828",28,"first_win","893",FALSE,"left",0.5,"3","first_time",0.3625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2829",29,"first_win","672",FALSE,"left",0.5,"3","first_time",0.375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2830",30,"first_win","363",FALSE,"left",0.5,"3","first_time",0.3875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2831",31,"first_win","440",FALSE,"left",0.5,"3","first_time",0.4,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2832",32,"first_win","290",FALSE,"left",0.5,"3","first_time",0.4125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2833",33,"first_win","439",TRUE,"right",1,"1","first_time",0.4375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2834",34,"first_win","259",TRUE,"right",0,"1","first_time",0.4375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2835",35,"first_win","519",FALSE,"left",0.5,"3","first_time",0.45,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2836",36,"first_win","1477",FALSE,"left",0.5,"3","first_time",0.4625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2837",37,"first_win","967",TRUE,"right",1,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2838",38,"first_win","234",TRUE,"right",0,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2839",39,"first_win","240",TRUE,"right",0,"1","first_time",0.4875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2840",40,"first_win","1021",TRUE,"right",1,"1","first_time",0.5125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,2,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2841",41,"first_win","368",TRUE,"right",0,"1","first_time",0.5125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2842",42,"first_win","554",FALSE,"left",0.5,"3","first_time",0.525,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2843",43,"first_win","463",FALSE,"left",0.5,"3","first_time",0.5375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2844",44,"first_win","252",FALSE,"left",0.5,"3","first_time",0.55,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2845",45,"first_win","274",FALSE,"left",0.5,"3","first_time",0.5625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2846",46,"first_win","615",FALSE,"left",0.5,"3","first_time",0.575,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2847",47,"first_win","563",FALSE,"left",0.5,"3","first_time",0.5875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2848",48,"first_win","286",FALSE,"left",0.5,"3","first_time",0.6,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2849",49,"first_win","243",FALSE,"left",0.5,"3","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2850",50,"first_win","423",TRUE,"right",0,"1","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2851",51,"first_win","456",TRUE,"right",0,"1","first_time",0.6125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2852",52,"first_win","446",TRUE,"right",1,"1","first_time",0.6375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2853",53,"first_win","1362",TRUE,"right",1,"1","first_time",0.6625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2854",54,"first_win","1349",TRUE,"right",0,"1","first_time",0.6625,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,1,"Gain",33,13,5.5,4.5,8,4.5
"1:2855",55,"first_win","370",FALSE,"left",0.5,"3","first_time",0.675,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2856",56,"first_win","517",FALSE,"left",0.5,"3","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2857",57,"first_win","226",TRUE,"right",0,"1","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2858",58,"first_win","157",TRUE,"right",0,"1","first_time",0.6875,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2859",59,"first_win","85",FALSE,"left",0.5,"3","first_time",0.7,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2860",60,"first_win","293",FALSE,"left",0.5,"3","first_time",0.7125,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,3,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2861",61,"first_win","430",FALSE,"left",0.5,"3","first_time",0.725,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain",33,13,5.5,4.5,8,4.5
"1:2862",62,"first_win","311",FALSE,"left",0.5,"3","first_time",0.7375,"cd35","General","Restaurant",NA,NA,2.5,0.333333333333333,0,4,0,"Gain",33,13,5.5,4.5,8,4.5
